@timestamp,cores,user_pct,idle_pct,system_pct,actual_used_bytes,actual_used_pct,swap_free,swap_total,free,swap,bytes_total,bytes_total_norm,swap_norm,out_bytes,out_bytes_norm,in_bytes,in_bytes_norm
2023-03-01 00:00:00,4,0.0308875,0.9456625000000001,0.02345,,,,,,,,,,,,,
2023-03-01 00:00:00,4,0.00275,0.990225,0.007025,,,,,,,,,,17062596541.0,0.0210593835243348,4305281780.0,0.0304135777324854
2023-03-01 00:00:00,16,0.0061875,0.99230625,0.0014375,4161470464.0,0.06183333333333333,34355539968.0,34355539968.0,56801524394.666664,0.0,60962994858.666664,0.9285360701323677,0.0,1255304963.25,0.001549350862136325,451930718.5,0.00319255062482755
2023-03-01 00:00:00,4,0.0145,0.9777,0.0078,,,,,,,,,,2381178682.0,0.002938952168488,1796167006.0,0.012688568983168
2023-03-01 00:00:00,8,0.017575,0.9416,0.040825,4813328384.0,0.2802,14227783680.0,19728982016.0,12365516800.0,0.2788384282340865,17178845184.0,0.2616534412973651,0.349271030312578,0.0,0.0,0.0,0.0
2023-03-01 00:10:00,4,0.004675,0.9883,0.007025,,,,,,,,,,,,,
2023-03-01 00:10:00,4,0.0078,0.980475,0.011725,6710106794.666667,0.24996666666666667,23910653952.0,30735253504.0,20132832597.333332,0.22204468074785264,26842939392.0,0.4088486386148342,0.27813158649396447,1212186633.5,0.0014961323827008,165119876.0,0.0011664477357169
2023-03-01 00:10:00,16,,,,4313100288.0,0.06405,34355539968.0,34355539968.0,57529167872.0,0.0,61842268160.0,0.9419284071998812,0.0,1215679053.0,0.00150044287562615,437895461.1666667,0.00309340208781755
2023-03-01 00:10:00,8,0.05410625,0.9128937500000001,0.03300625,,,,,,,,,,0.0,0.0,0.0,0.0
2023-03-01 00:10:00,4,0.01285,0.97935,0.0078,6347612160.0,0.2463,23313218218.666668,29526859776.0,19421151232.0,0.21044031110900244,25768763392.0,0.3924877107440357,0.26359603568930057,1043754343.5,0.0012882460750999,640389137.0,0.00452386761016805
2023-03-01 00:20:00,4,,,,4489334784.0,0.5227,6369935360.0,11004837888.0,4099584000.0,0.4211695415390021,8588918784.0,0.130819047077174,0.5275539696634285,0.0,0.0,0.0,0.0
2023-03-01 00:20:00,16,,,,2687700992.0,0.0399,34355539968.0,34355539968.0,61860016128.0,0.0,64547717120.0,0.98313548620061,0.0,0.0,0.0,0.0,0.0
2023-03-01 00:20:00,4,0.027675,0.9181,0.054225,,,,,,,,,,2312022166.5,0.0028535962509627,617647961.5,0.0043632183091141
2023-03-01 00:20:00,8,,,,8010571776.0,0.4663,10667048960.0,19728982016.0,9168273408.0,0.4593208635220441,17178845184.0,0.2616534412973651,0.5753420440016523,48116260680.5,0.0593871387038103,7137249409.0,0.0504192990816869
2023-03-01 00:20:00,4,0.017175,0.976175,0.00665,,,,,,,,,,456560745.0,0.0005635067211492,355143733.5,0.0025088233702109
2023-03-01 00:30:00,16,0.0014375,0.99696875,0.0015625,4677808128.0,0.0695,34355539968.0,34355539968.0,56123060224.0,0.0,60800868352.0,0.926066698184458,0.0,2185810942.0,0.002697820981036175,786962102.75,0.00555929537427565
2023-03-01 00:30:00,8,,,,8565454848.0,0.4986,10267340800.0,19728986112.0,8613394432.0,0.4795809116840575,17178849280.0,0.2616535036841253,0.6007196361095388,3111798663.0,0.003840714473741425,375250537.75,0.0026508628197192
2023-03-01 00:30:00,4,,,,8815751168.0,0.3284,21551828992.0,30735253504.0,18027188224.0,0.2987912401895378,26842939392.0,0.4088486386148342,0.3742637805351662,2619462024.0,0.00323305162015,368679576.0,0.002604443917038
2023-03-01 00:30:00,4,,,,,,,,,,,,,5643745510.0,0.0069657511342565,729700531.0,0.0051547854368325
2023-03-01 00:30:00,4,,,,,,,,,,,,,1799130233.0,0.0022205631772356,1087049618.0,0.0076791879708537
2023-03-01 00:40:00,4,0.004425,0.988025,0.00755,3800809472.0,0.4425,7049297920.0,11004837888.0,4788109312.0,0.3594364595150682,8588918784.0,0.130819047077174,0.4502275505632275,0.0,0.0,0.0,0.0
2023-03-01 00:40:00,16,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2023-03-01 00:40:00,4,0.268,0.590375,0.141625,,,,,,,,,,2816440665.6666665,0.003476171051063867,767644874.6666666,0.005422833686537167
2023-03-01 00:40:00,4,,,,5965119488.0,0.2315,23620886528.0,29526859776.0,19803643904.0,0.2000203642650984,25768763392.0,0.3924877107440357,0.2505440844463485,2050027649.6666667,0.0025302314572158333,1764335169.6666667,0.012463701000498734
2023-03-01 00:40:00,8,,,,8273510400.0,0.4816,10999611392.0,19728982016.0,8905334784.0,0.4424643206081576,17178845184.0,0.2616534412973651,0.5542276583399359,400371842980.5,0.494155984607074,70197697205.5,0.4958939344037434
2023-03-01 00:50:00,4,0.00665,0.98125,0.0121,,,,,,,,,,0.0,0.0,0.0,0.0
2023-03-01 00:50:00,16,,,,,,,,,,,,,254521257.5,0.0003141409787138,99897526.5,0.0007057008908464
2023-03-01 00:50:00,8,,,,9618767872.0,0.5599000000000001,9580482560.0,19728982016.0,7560077312.0,0.5143954942920863,17178845184.0,0.2616534412973651,0.644328134458986,47508029856.5,0.05863643430995325,9480971481.5,0.0669759327883245
2023-03-01 00:50:00,4,,,,2488852480.0,0.2898,7406366720.0,9931096064.0,6100066304.0,0.2542246422479073,8588918784.0,0.130819047077174,0.3184399771979442,0.0,0.0,0.0,0.0
2023-03-01 00:50:00,4,,,,,,,,,,,,,,,,
2023-03-01 01:00:00,8,,,,8252153856.0,0.4804,10976174080.0,19728982016.0,8926691328.0,0.443652284182811,17178845184.0,0.2616534412973651,0.5557156930571043,185929955526.5,0.22948267180122844,31335021049.0,0.22135835634498927
2023-03-01 01:00:00,4,,,,6966697984.0,0.2704,22797885440.0,29526859776.0,18802065408.0,0.2278933278732687,25768763392.0,0.3924877107440357,0.2854575602500419,0.0,0.0,0.0,0.0
2023-03-01 01:00:00,4,0.023625,0.9611375,0.0152375,,,,,,,,,,17374363125.666668,0.021444179124511503,4005184605.0,0.028293616897038867
2023-03-01 01:00:00,4,0.013916666666666667,0.9737083333333333,0.012366666666666666,8711991296.0,0.3246,21701898240.0,30735253504.0,18130948096.0,0.293908597917514,26842939392.0,0.4088486386148342,0.3681478175820044,7177752096.0,0.00885908741199145,1938014552.5,0.013690615214307
2023-03-01 01:00:00,16,,,,5383092224.0,0.07995,34355539968.0,34355539968.0,55114991616.0,0.0,60498083840.0,0.9214549440946003,0.0,1708681644.0,0.0021089276755457834,612414249.5,0.004326246070158483
2023-03-01 01:10:00,8,0.042375,0.9178,0.0398375,,,,,,,,,,0.0,0.0,0.0,0.0
2023-03-01 01:10:00,4,,,,6072492032.0,0.2357,23484915712.0,29526859776.0,19696271360.0,0.2046253516234397,25768763392.0,0.3924877107440357,0.2563122588311002,,,,
2023-03-01 01:10:00,4,0.0123,0.9783375000000001,0.0093625,,,,,,,,,,0.0,0.0,0.0,0.0
2023-03-01 01:10:00,4,,,,,,,,,,,,,8137057823.5,0.01004310340767935,1151017702.5,0.0081310743768438
2023-03-01 01:10:00,16,,,,,,,,,,,,,254639462.66666666,0.00031428687256608334,94733886.0,0.0006692236543368165
2023-03-01 01:20:00,16,0.005409375,0.99130625,0.003253125,3442561024.0,0.0511,34355539968.0,34355539968.0,57871118336.0,0.0,61313679360.0,0.9338773957919632,0.0,903186061.0,0.001114750712573369,328879791.14285713,0.002323288370817558
